protein_id	go_term	qualifier	evidence_code	source_db
P93836	GO:0005576	located_in	HDA	UniProtKB
P93836	GO:0005739	located_in	HDA	UniProtKB
P93836	GO:0010189	acts_upstream_of_or_within	IMP	UniProtKB
P93836	GO:0010236	acts_upstream_of_or_within	IMP	UniProtKB
P93836	GO:0016117	acts_upstream_of_or_within	IMP	UniProtKB
Q8H199	GO:0005829	located_in	HDA	UniProtKB
Q6P3W2	GO:0006457	involved_in	TAS	UniProtKB
P35442	GO:0031012	located_in	HDA	UniProtKB
Q86UX2	GO:0031012	located_in	HDA	UniProtKB
O74416	GO:0080129	involved_in	IDA	UniProtKB
O74416	GO:0044183	enables	TAS	UniProtKB
A4GXA9	GO:0140767	enables	IDA	UniProtKB
A4GXA9	GO:0004520	contributes_to	IDA	UniProtKB
A4GXA9	GO:0004520	contributes_to	IMP	UniProtKB
A4GXA9	GO:0043596	is_active_in	IMP	UniProtKB
A4GXA9	GO:0000781	located_in	IMP	UniProtKB
P05109	GO:0031012	located_in	HDA	UniProtKB
P24279	GO:0006260	involved_in	IDA	UniProtKB
Q9FIE8	GO:0005737	located_in	IDA	UniProtKB
Q9FIE8	GO:0005829	located_in	IDA	UniProtKB
Q9FIE8	GO:0005829	located_in	TAS	UniProtKB
Q9FIE8	GO:0042732	acts_upstream_of_or_within	IDA	UniProtKB
Q9FIE8	GO:0048040	enables	IDA	UniProtKB
Q9FIE8	GO:0045492	acts_upstream_of_or_within	IGI	UniProtKB
Q9FIE8	GO:0009536	located_in	HDA	UniProtKB
Q9LP65	GO:0005515	enables	IPI	UniProtKB
Q60989	GO:0019805	acts_upstream_of_or_within	IDA	UniProtKB
Q9ZVF3	GO:0010494	located_in	IDA	UniProtKB
Q9Y248	GO:0006260	involved_in	IDA	UniProtKB
P10761	GO:0031012	located_in	IDA	UniProtKB
Q62388	GO:0007095	acts_upstream_of_or_within	IDA	UniProtKB
O89029	GO:0031012	located_in	HDA	UniProtKB
Q96DI7	GO:0005681	part_of	IPI	UniProtKB
Q8H186	GO:0005829	located_in	HDA	UniProtKB
Q8RXN8	GO:0043067	involved_in	IGI	UniProtKB
Q13501	GO:0034142	acts_upstream_of_or_within	IDA	UniProtKB
Q13501	GO:0070534	acts_upstream_of_or_within	IDA	UniProtKB
O96017	GO:0042594	acts_upstream_of_or_within	IDA	UniProtKB
O96017	GO:2000786	acts_upstream_of_or_within	IDA	UniProtKB
O96017	GO:0070534	acts_upstream_of_or_within	IDA	UniProtKB
O96017	GO:0006979	acts_upstream_of_or_within	IDA	UniProtKB
O96017	GO:0000045	acts_upstream_of_or_within	IDA	UniProtKB
O96017	GO:0000045	acts_upstream_of_or_within	IMP	UniProtKB
Q9SFD5	GO:0009409	acts_upstream_of_or_within	IMP	UniProtKB
Q61292	GO:0060019	acts_upstream_of_or_within	IGI	UniProtKB
Q61292	GO:0031012	located_in	HDA	UniProtKB
A7E2V4	GO:0060337	acts_upstream_of_or_within	IMP	UniProtKB
F4IXE4	GO:0009555	acts_upstream_of_or_within	IMP	UniProtKB
P30419	GO:1904263	acts_upstream_of_or_within	IDA	UniProtKB
P30419	GO:0031669	acts_upstream_of_or_within	IDA	UniProtKB
P30419	GO:0150032	acts_upstream_of_or_within	IDA	UniProtKB
Q9NQX3	GO:0006777	involved_in	IDA	UniProtKB
Q9NQX3	GO:0006777	involved_in	IMP	UniProtKB
Q9FN18	GO:0060586	acts_upstream_of_or_within	IMP	UniProtKB
Q863H1	GO:0031012	located_in	IDA	UniProtKB
P42357	GO:0005515	enables	IPI	UniProtKB
O75844	GO:0006998	acts_upstream_of_or_within	IDA	UniProtKB
Q9M8Z5	GO:0042659	acts_upstream_of_or_within	IMP	UniProtKB
Q9UK99	GO:0006366	acts_upstream_of_or_within	IDA	UniProtKB
Q9ZVS8	GO:0005774	located_in	IDA	UniProtKB
Q8RWD7	GO:0005634	located_in	IDA	UniProtKB
Q8RWD7	GO:0005884	colocalizes_with	IDA	UniProtKB
Q8RWD7	GO:0005886	located_in	IDA	UniProtKB
Q8RWD7	GO:0034080	involved_in	IMP	UniProtKB
Q14694	GO:0034063	acts_upstream_of_or_within	IDA	UniProtKB
Q14694	GO:1990116	acts_upstream_of_or_within	IDA	UniProtKB
Q14694	GO:0006338	acts_upstream_of_or_within	IDA	UniProtKB
Q14694	GO:0006513	acts_upstream_of_or_within	IDA	UniProtKB
Q06406	GO:0005681	part_of	IPI	UniProtKB
Q16552	GO:0010838	acts_upstream_of_or_within	IDA	UniProtKB
Q16552	GO:1903882	acts_upstream_of_or_within	IDA	UniProtKB
Q16552	GO:0051897	acts_upstream_of_or_within	IDA	UniProtKB
Q8GY89	GO:0016667	enables	IDA	UniProtKB
Q8GY89	GO:0006979	acts_upstream_of_or_within	IDA	UniProtKB
Q8CC86	GO:0005829	is_active_in	IDA	UniProtKB
Q8CC86	GO:0004516	enables	IDA	UniProtKB
Q8CC86	GO:0034355	involved_in	IMP	UniProtKB
Q3U0V2	GO:0043124	acts_upstream_of_or_within	IDA	UniProtKB
Q3U0V2	GO:0007249	acts_upstream_of_or_within	IDA	UniProtKB
Q3U0V2	GO:0000209	acts_upstream_of_or_within	IMP	UniProtKB
Q8WTX7	GO:0031669	acts_upstream_of_or_within	IDA	UniProtKB
Q8WTX7	GO:0085020	acts_upstream_of_or_within	IDA	UniProtKB
Q9SZN1	GO:0030835	acts_upstream_of_or_within	IDA	UniProtKB
Q9SZN1	GO:0051017	acts_upstream_of_or_within	IDA	UniProtKB
Q9SZN1	GO:0051693	acts_upstream_of_or_within	IDA	UniProtKB
Q9SZN1	GO:0051015	enables	IDA	UniProtKB
Q9SZN1	GO:0000325	located_in	HDA	UniProtKB
Q9SZN1	GO:0005773	located_in	HDA	UniProtKB
Q9SZN1	GO:0005794	located_in	HDA	UniProtKB
Q9SZN1	GO:0005886	located_in	HDA	UniProtKB
Q9SZN1	GO:0009941	located_in	HDA	UniProtKB
Q9S756	GO:0060586	acts_upstream_of_or_within	IGI	UniProtKB
Q93Y01	GO:0005634	located_in	IDA	UniProtKB
Q93Y01	GO:0005829	located_in	IDA	UniProtKB
Q941L3	GO:0043069	acts_upstream_of_or_within	IMP	UniProtKB
Q9FKS5	GO:0045275	part_of	HDA	UniProtKB
Q9LHA8	GO:0005515	enables	IPI	UniProtKB
Q9LHA8	GO:0010494	located_in	IPI	UniProtKB
Q86XF0	GO:0005515	enables	IPI	UniProtKB
P42734	GO:0005515	enables	IPI	UniProtKB
Q16531	GO:0097510	acts_upstream_of_or_within	IDA	UniProtKB
Q16531	GO:0051898	acts_upstream_of_or_within	IDA	UniProtKB
Q16531	GO:0060337	acts_upstream_of_or_within	IMP	UniProtKB
Q9ZQ81	GO:0009707	is_active_in	IDA	UniProtKB
Q9ZQ81	GO:0045037	involved_in	IMP	UniProtKB
Q8TF17	GO:0055037	located_in	IDA	UniProtKB
Q8TF17	GO:2001135	involved_in	IMP	UniProtKB
Q8TF17	GO:0005515	enables	IPI	UniProtKB
Q04828	GO:0140169	enables	IDA	UniProtKB
Q04828	GO:0008106	enables	TAS	UniProtKB
Q8L9V6	GO:0005634	located_in	IDA	UniProtKB
Q8L9V6	GO:0006355	acts_upstream_of_or_within	TAS	UniProtKB
Q8L9V6	GO:0090057	acts_upstream_of_or_within	IGI	UniProtKB
Q8L9V6	GO:0003002	acts_upstream_of_or_within	IMP	UniProtKB
Q8L9V6	GO:0000976	enables	IPI	UniProtKB
Q93VR3	GO:0010494	located_in	IDA	UniProtKB
P09535	GO:0031012	located_in	HDA	UniProtKB
Q96MM7	GO:0015012	involved_in	TAS	UniProtKB
C0LGT1	GO:0002213	involved_in	IEP	UniProtKB
Q9LDR2	GO:0033198	involved_in	IEP	UniProtKB
Q9FG35	GO:0008374	enables	IDA	UniProtKB
O64483	GO:0009617	involved_in	IEP	UniProtKB
Q8VI47	GO:0031982	is_active_in	IDA	UniProtKB
Q8VI47	GO:0031982	is_active_in	IMP	UniProtKB
Q8VI47	GO:0032868	acts_upstream_of_or_within	IDA	UniProtKB
Q8VI47	GO:0009986	is_active_in	IDA	UniProtKB
Q8VI47	GO:0019534	enables	IDA	UniProtKB
Q8VI47	GO:0019534	enables	IMP	UniProtKB
Q8VI47	GO:0043491	acts_upstream_of_or_within	IDA	UniProtKB
Q8VI47	GO:0009636	acts_upstream_of_or_within	IDA	UniProtKB
Q8VI47	GO:0009636	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:1990961	acts_upstream_of_or_within	IDA	UniProtKB
Q8VI47	GO:1990961	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:1904567	acts_upstream_of_or_within	IDA	UniProtKB
Q8VI47	GO:1901652	acts_upstream_of_or_within	IDA	UniProtKB
Q8VI47	GO:0034635	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0042167	involved_in	IMP	UniProtKB
Q8VI47	GO:0042440	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0042908	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0009410	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0010467	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0046943	enables	IMP	UniProtKB
Q8VI47	GO:0015694	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0015723	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0015779	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0016071	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0030001	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0006749	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0007507	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0072718	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0046689	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0072014	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0055007	acts_upstream_of_or_within	IMP	UniProtKB
Q8VI47	GO:0060416	acts_upstream_of_or_within	IMP	UniProtKB
Q8GY88	GO:0009507	located_in	TAS	UniProtKB
P70387	GO:0010467	acts_upstream_of_or_within	IMP	UniProtKB
P70387	GO:0046415	acts_upstream_of_or_within	IMP	UniProtKB
Q8LAJ7	GO:0010468	involved_in	IMP	UniProtKB
Q9XI80	GO:0009651	acts_upstream_of_or_within	IGI	UniProtKB
Q9XI80	GO:0009651	acts_upstream_of_or_within	IMP	UniProtKB
Q9XI80	GO:0031127	enables	IGI	UniProtKB
Q9XI80	GO:0008417	enables	IMP	UniProtKB
Q9QY96	GO:0005886	is_active_in	IDA	UniProtKB
Q9QY96	GO:0004930	enables	IDA	UniProtKB
Q9QY96	GO:1900227	involved_in	IDA	UniProtKB
Q9QY96	GO:0006874	involved_in	IDA	UniProtKB
Q9QY96	GO:0007193	involved_in	IDA	UniProtKB
Q9ZVA5	GO:0009505	located_in	HDA	UniProtKB
Q9SKE2	GO:0070566	enables	IDA	UniProtKB
Q9SKE2	GO:0005737	located_in	IDA	UniProtKB
Q9SKE2	GO:0009611	acts_upstream_of_or_within	IEP	UniProtKB
Q9SKE2	GO:0009627	acts_upstream_of_or_within	IEP	UniProtKB
Q9SKE2	GO:0009694	acts_upstream_of_or_within	IDA	UniProtKB
Q9SKE2	GO:0009694	acts_upstream_of_or_within	IMP	UniProtKB
Q9SKE2	GO:0080123	enables	IDA	UniProtKB
Q9SKE2	GO:0005773	located_in	HDA	UniProtKB
Q9SKE2	GO:0009585	acts_upstream_of_or_within	IMP	UniProtKB
Q9SKE2	GO:0009640	acts_upstream_of_or_within	IMP	UniProtKB
Q9SKE2	GO:0009753	acts_upstream_of_or_within	IMP	UniProtKB
Q9SKE2	GO:2000377	acts_upstream_of_or_within	IMP	UniProtKB
Q9SKE2	GO:0010119	acts_upstream_of_or_within	IMP	UniProtKB
Q9SKE2	GO:0010193	acts_upstream_of_or_within	IMP	UniProtKB
Q9SKE2	GO:0031348	acts_upstream_of_or_within	IMP	UniProtKB
Q8C7H1	GO:1901290	acts_upstream_of_or_within	IDA	UniProtKB
Q4VXU2	GO:0001556	involved_in	IMP	UniProtKB
Q4VXU2	GO:0008143	enables	IMP	UniProtKB
Q4VXU2	GO:0045727	involved_in	IMP	UniProtKB
Q2V369	GO:0009567	acts_upstream_of_or_within	IGI	UniProtKB
Q42371	GO:0042659	involved_in	IGI	UniProtKB
Q42371	GO:1904159	acts_upstream_of_or_within	IGI	UniProtKB
Q95749	GO:0009536	located_in	HDA	UniProtKB
Q95749	GO:0005515	enables	IPI	UniProtKB
P20023	GO:0140374	acts_upstream_of_or_within	IEP	UniProtKB
P20023	GO:0140374	acts_upstream_of_or_within	IDA	UniProtKB
Q9ZVH8	GO:0009408	involved_in	IEP	UniProtKB
Q62210	GO:0043124	acts_upstream_of_or_within	IDA	UniProtKB
Q62210	GO:0007249	acts_upstream_of_or_within	IDA	UniProtKB
Q62210	GO:0000209	acts_upstream_of_or_within	IMP	UniProtKB
E9QDC5	GO:0009798	acts_upstream_of_or_within	IMP	UniProtKB
Q9SIV3	GO:0045893	acts_upstream_of_or_within	IDA	UniProtKB
Q9SIV3	GO:0045893	acts_upstream_of_or_within	IMP	UniProtKB
Q9SIV3	GO:0007165	acts_upstream_of_or_within	IEP	UniProtKB
Q9SIV3	GO:0000976	enables	IDA	UniProtKB
Q9SIV3	GO:0009910	acts_upstream_of_or_within	IGI	UniProtKB
Q9SIV3	GO:0010380	acts_upstream_of_or_within	IGI	UniProtKB
Q9SIV3	GO:0009658	acts_upstream_of_or_within	IMP	UniProtKB
Q9SIV3	GO:0003700	enables	IMP	UniProtKB
Q9D009	GO:0009249	involved_in	IDA	UniProtKB
Q9H324	GO:0031012	located_in	IDA	UniProtKB
O00148	GO:0002224	acts_upstream_of_or_within	IDA	UniProtKB
O00148	GO:0002753	acts_upstream_of_or_within	IDA	UniProtKB
P43292	GO:0010494	located_in	IDA	UniProtKB
Q9FMA9	GO:0009505	located_in	HDA	UniProtKB
P21793	GO:0031012	located_in	IDA	UniProtKB
Q8GZN1	GO:0009898	located_in	IDA	UniProtKB
Q56XC2	GO:0009553	acts_upstream_of_or_within	IMP	UniProtKB
P32657	GO:0140002	enables	IDA	UniProtKB
F4J2K4	GO:0000776	located_in	IDA	UniProtKB
F4J2K4	GO:0005635	located_in	IDA	UniProtKB
F4J2K4	GO:0005694	located_in	IDA	UniProtKB
F4J2K4	GO:0005819	located_in	IDA	UniProtKB
F4J2K4	GO:0005515	enables	IPI	UniProtKB
Q9STJ6	GO:0006355	acts_upstream_of_or_within	TAS	UniProtKB
Q8NI37	GO:0000423	acts_upstream_of_or_within	IMP	UniProtKB
O35114	GO:0006914	involved_in	IMP	UniProtKB
P82869	GO:0009543	is_active_in	IDA	UniProtKB
P82869	GO:0005515	enables	IPI	UniProtKB
Q8LGA1	GO:0009744	acts_upstream_of_or_within	IEP	UniProtKB
Q8LGA1	GO:0010440	acts_upstream_of_or_within	IMP	UniProtKB
Q84VQ0	GO:0010526	acts_upstream_of_or_within	IMP	UniProtKB
Q9LRY0	GO:0004861	enables	IDA	UniProtKB
O22126	GO:0016020	located_in	TAS	UniProtKB
P55097	GO:0008233	enables	IDA	UniProtKB
Q9LRP6	GO:0005761	is_active_in	IDA	UniProtKB
Q9LRP6	GO:0032543	involved_in	IMP	UniProtKB
P35052	GO:0031012	located_in	HDA	UniProtKB
Q8LES0	GO:1904293	acts_upstream_of_or_within	IMP	UniProtKB
Q8LES0	GO:0005515	enables	IPI	UniProtKB
Q9FMR5	GO:0031982	located_in	IDA	UniProtKB
Q9FMR5	GO:0098876	involved_in	IMP	UniProtKB
Q9FMR5	GO:1901703	involved_in	IMP	UniProtKB
Q9C7J9	GO:0009617	involved_in	IEP	UniProtKB
A8MRM1	GO:0060468	involved_in	IMP	UniProtKB
A8MRM1	GO:0005102	enables	IPI	UniProtKB
Q9FFP9	GO:0005515	enables	IPI	UniProtKB
Q0VGT2	GO:0021520	acts_upstream_of_or_within	IGI	UniProtKB
Q0VGT2	GO:0021521	acts_upstream_of_or_within	IGI	UniProtKB
Q0VGT2	GO:0021936	acts_upstream_of_or_within	IGI	UniProtKB
Q0VGT2	GO:0021936	acts_upstream_of_or_within	IMP	UniProtKB
O15111	GO:0006357	acts_upstream_of_or_within	IDA	UniProtKB
Q8W4S4	GO:0140486	enables	IMP	UniProtKB
Q8W4S4	GO:2000012	acts_upstream_of_or_within	IGI	UniProtKB
Q8W4S4	GO:1902600	involved_in	IMP	UniProtKB
P82179	GO:0044325	enables	IPI	UniProtKB
Q38857	GO:0009505	located_in	IDA	UniProtKB
Q9FMV0	GO:0005515	enables	IPI	UniProtKB
Q8TB45	GO:0038202	acts_upstream_of_or_within	IDA	UniProtKB
Q8TB45	GO:0010507	acts_upstream_of_or_within	IDA	UniProtKB
Q8TB45	GO:0031669	acts_upstream_of_or_within	IDA	UniProtKB
Q8TB45	GO:0000045	acts_upstream_of_or_within	IDA	UniProtKB
P07948	GO:0050859	acts_upstream_of_or_within	IDA	UniProtKB
P07948	GO:1903078	acts_upstream_of_or_within	IMP	UniProtKB
Q9M7Q5	GO:0003677	enables	IDA	UniProtKB
Q9M7Q5	GO:0005634	located_in	TAS	UniProtKB
Q9M7Q5	GO:0009738	acts_upstream_of_or_within	TAS	UniProtKB
Q9M7Q5	GO:0003700	enables	TAS	UniProtKB
Q9M7Q5	GO:0043565	enables	IPI	UniProtKB
Q9M7Q5	GO:0005515	enables	IPI	UniProtKB
Q9M7Q5	GO:0000976	enables	IPI	UniProtKB
F4JWS8	GO:0045275	part_of	HDA	UniProtKB
Q8LPT1	GO:0010329	enables	IMP	UniProtKB
