protein_id	go_term	qualifier	evidence_code	source_db
P35221	GO:0005794	located_in	IDA	UniProtKB
Q61068	GO:0106222	enables	IDA	UniProtKB
Q9W415	GO:0106143	part_of	IPI	UniProtKB
P57103	GO:0005654	located_in	IDA	UniProtKB
P57103	GO:0005813	located_in	IDA	UniProtKB
P57103	GO:0005829	located_in	IDA	UniProtKB
P57103	GO:0015630	located_in	IDA	UniProtKB
O15350	GO:0036064	located_in	IDA	UniProtKB
O15350	GO:0005813	located_in	IDA	UniProtKB
O15350	GO:0005886	located_in	IDA	UniProtKB
Q86WS3	GO:0005737	located_in	IDA	UniProtKB
Q1MSJ5	GO:0036064	located_in	IDA	UniProtKB
Q1MSJ5	GO:0043231	located_in	IDA	UniProtKB
Q1MSJ5	GO:0005654	located_in	IDA	UniProtKB
Q1MSJ5	GO:0005929	located_in	IDA	UniProtKB
O76021	GO:0043231	located_in	IDA	UniProtKB
O76021	GO:0005829	located_in	IDA	UniProtKB
O76021	GO:0005929	located_in	IDA	UniProtKB
O74319	GO:0003713	enables	IC	UniProtKB
Q96N67	GO:0005096	enables	IDA	UniProtKB
Q96N67	GO:0016601	involved_in	IMP	UniProtKB
Q8TES7	GO:0036064	located_in	IDA	UniProtKB
Q8TES7	GO:0005929	located_in	IDA	UniProtKB
O60667	GO:0005654	located_in	IDA	UniProtKB
O60667	GO:0005794	located_in	IDA	UniProtKB
O60667	GO:0005813	located_in	IDA	UniProtKB
O44953	GO:0036498	involved_in	HEP	UniProtKB
Q8TCX1	GO:0016607	located_in	IDA	UniProtKB
P49049	GO:0036498	involved_in	HEP	UniProtKB
Q960A1	GO:0036498	involved_in	HEP	UniProtKB
P29966	GO:0005654	located_in	IDA	UniProtKB
P29966	GO:0005783	located_in	IDA	UniProtKB
P29966	GO:0005829	located_in	IDA	UniProtKB
P29966	GO:0005929	located_in	IDA	UniProtKB
P29966	GO:0016607	located_in	IDA	UniProtKB
P29966	GO:0030054	located_in	IDA	UniProtKB
P46559	GO:0036498	involved_in	IDA	UniProtKB
P46559	GO:0036498	involved_in	HEP	UniProtKB
Q19294	GO:0060090	enables	TAS	UniProtKB
Q19294	GO:1905188	involved_in	IMP	UniProtKB
Q9NSG2	GO:0005730	located_in	IDA	UniProtKB
P36596	GO:1902767	involved_in	IGI	UniProtKB
Q9Z2B5	GO:0045182	enables	IDA	UniProtKB
Q9Z2B5	GO:0036491	involved_in	IDA	UniProtKB
Q9Z2B5	GO:0043558	involved_in	IMP	UniProtKB
Q9Z2B5	GO:0045944	involved_in	IMP	UniProtKB
Q96KV7	GO:0036064	located_in	IDA	UniProtKB
Q96KV7	GO:0005886	located_in	IDA	UniProtKB
Q15468	GO:0036064	located_in	IDA	UniProtKB
Q15468	GO:0005829	located_in	IDA	UniProtKB
O00592	GO:0005783	located_in	IDA	UniProtKB
Q13772	GO:0005654	located_in	TAS	UniProtKB
Q9UNS2	GO:0043516	involved_in	IMP	UniProtKB
P40337	GO:0005929	located_in	IDA	UniProtKB
P40337	GO:0015630	located_in	IDA	UniProtKB
Q9H0U3	GO:0160227	part_of	IDA	UniProtKB
Q5E9K0	GO:0005829	located_in	TAS	UniProtKB
Q15019	GO:0005929	located_in	IDA	UniProtKB
Q15019	GO:0015630	located_in	IDA	UniProtKB
O00478	GO:0043231	located_in	IDA	UniProtKB
O00478	GO:0005654	located_in	IDA	UniProtKB
O00478	GO:0005829	located_in	IDA	UniProtKB
O00478	GO:0016604	located_in	IDA	UniProtKB
Q9HC35	GO:0045171	located_in	IDA	UniProtKB
Q9HC35	GO:0005929	located_in	IDA	UniProtKB
P39773	GO:0004619	enables	IDA	UniProtKB
O94526	GO:0046854	involved_in	IMP	UniProtKB
P28482	GO:0036064	located_in	IDA	UniProtKB
P28482	GO:0005929	located_in	IDA	UniProtKB
P28482	GO:0015630	located_in	IDA	UniProtKB
O75208	GO:0006744	involved_in	IDA	UniProtKB
O75208	GO:0019840	enables	IDA	UniProtKB
P32249	GO:0005654	located_in	IDA	UniProtKB
Q9UMX1	GO:0005929	located_in	IDA	UniProtKB
Q9UK99	GO:0005634	is_active_in	IDA	UniProtKB
P51617	GO:0043124	involved_in	IMP	UniProtKB
Q9UK76	GO:0005654	located_in	IDA	UniProtKB
Q54TK4	GO:0005096	enables	IDA	UniProtKB
Q54TK4	GO:0007264	involved_in	IDA	UniProtKB
Q54TK4	GO:0032991	part_of	IDA	UniProtKB
Q54TK4	GO:1905301	involved_in	IMP	UniProtKB
Q6ZVD8	GO:0005929	located_in	IDA	UniProtKB
Q96M02	GO:0005654	located_in	IDA	UniProtKB
Q9UHD8	GO:0045171	located_in	IDA	UniProtKB
Q9UHD8	GO:0005929	located_in	IDA	UniProtKB
Q9UHD8	GO:0015630	located_in	IDA	UniProtKB
Q04771	GO:1902533	involved_in	IMP	UniProtKB
Q15643	GO:0005929	located_in	IDA	UniProtKB
Q13636	GO:0043231	located_in	IDA	UniProtKB
Q13636	GO:0005794	located_in	IDA	UniProtKB
P17511	GO:0046870	enables	IDA	UniProtKB
P17511	GO:0008270	enables	IDA	UniProtKB
Q9H3S7	GO:0034451	located_in	IDA	UniProtKB
Q9H3S7	GO:0005829	located_in	IDA	UniProtKB
Q96WV2	GO:0005886	is_active_in	EXP	UniProtKB
Q8BPS4	GO:0045444	acts_upstream_of_or_within	IMP	UniProtKB
Q8BPS4	GO:0006629	acts_upstream_of_or_within	IMP	UniProtKB
Q8BPS4	GO:0010467	acts_upstream_of_or_within	IMP	UniProtKB
Q8BPS4	GO:0006091	acts_upstream_of_or_within	IMP	UniProtKB
Q8BPS4	GO:0032094	acts_upstream_of_or_within	IMP	UniProtKB
Q9WUU6	GO:0010467	acts_upstream_of_or_within	IMP	UniProtKB
Q9UPQ0	GO:0015629	located_in	IDA	UniProtKB
P50225	GO:0042420	involved_in	IDA	UniProtKB
Q9NRY7	GO:0005634	located_in	IDA	UniProtKB
P36578	GO:0005783	located_in	IDA	UniProtKB
P36578	GO:0016604	located_in	IDA	UniProtKB
P02513	GO:0009408	involved_in	IEP	UniProtKB
P02513	GO:0030968	involved_in	IEP	UniProtKB
P02513	GO:0008340	involved_in	IGI	UniProtKB
P02513	GO:0036498	involved_in	HEP	UniProtKB
Q3SYG4	GO:0036064	located_in	IDA	UniProtKB
Q3SYG4	GO:0005654	located_in	IDA	UniProtKB
O95340	GO:0005634	is_active_in	IDA	UniProtKB
Q9NZG7	GO:0015485	enables	IDA	UniProtKB
Q3SXY8	GO:0036064	located_in	IDA	UniProtKB
Q3SXY8	GO:0045171	located_in	IDA	UniProtKB
Q3SXY8	GO:0015630	located_in	IDA	UniProtKB
P05027	GO:0141109	enables	IDA	UniProtKB
P05027	GO:0141109	enables	IGI	UniProtKB
P05027	GO:1901381	involved_in	IGI	UniProtKB
P05027	GO:1902307	involved_in	IGI	UniProtKB
Q96C74	GO:0043231	located_in	IDA	UniProtKB
Q96C74	GO:0005654	located_in	IDA	UniProtKB
Q9NXB0	GO:0005654	located_in	IDA	UniProtKB
Q9NXB0	GO:0005730	located_in	IDA	UniProtKB
Q6LA55	GO:0140268	is_active_in	IDA	UniProtKB
Q6LA55	GO:0016328	is_active_in	IDA	UniProtKB
P20340	GO:0036064	located_in	IDA	UniProtKB
P20340	GO:0005654	located_in	IDA	UniProtKB
P35318	GO:0034774	located_in	TAS	UniProtKB
P40205	GO:0043066	involved_in	IMP	UniProtKB
P40205	GO:0030335	involved_in	IMP	UniProtKB
P40205	GO:0050821	involved_in	IMP	UniProtKB
O00462	GO:0043231	located_in	IDA	UniProtKB
Q96SN8	GO:0036064	located_in	IDA	UniProtKB
O74735	GO:0051604	involved_in	EXP	UniProtKB
P34696	GO:0005797	located_in	IDA	UniProtKB
P34696	GO:0009408	involved_in	IEP	UniProtKB
P34696	GO:0030968	involved_in	IEP	UniProtKB
P34696	GO:0036498	involved_in	HEP	UniProtKB
P01130	GO:0043231	located_in	IDA	UniProtKB
P51955	GO:0036064	located_in	IDA	UniProtKB
P51955	GO:0045171	located_in	IDA	UniProtKB
P51955	GO:0005886	located_in	IDA	UniProtKB
P51955	GO:0005929	located_in	IDA	UniProtKB
P05109	GO:1990661	part_of	IPI	UniProtKB
Q99941	GO:0005730	located_in	IDA	UniProtKB
O15105	GO:0036064	located_in	IDA	UniProtKB
Q8IVH2	GO:0005654	located_in	IDA	UniProtKB
Q8IVH2	GO:0005829	located_in	IDA	UniProtKB
P27816	GO:0036064	located_in	IDA	UniProtKB
P27816	GO:0005929	located_in	IDA	UniProtKB
P57739	GO:0043231	located_in	IDA	UniProtKB
P57739	GO:0005654	located_in	IDA	UniProtKB
P57739	GO:0005886	located_in	IDA	UniProtKB
P57739	GO:0030054	located_in	IDA	UniProtKB
P54763	GO:1990535	involved_in	IDA	UniProtKB
P54763	GO:1900450	involved_in	IMP	UniProtKB
P54763	GO:1900451	involved_in	IMP	UniProtKB
Q62151	GO:0005634	located_in	IDA	UniProtKB
Q62151	GO:0006909	involved_in	IMP	UniProtKB
Q62151	GO:2000781	involved_in	IMP	UniProtKB
P78536	GO:0007173	involved_in	IDA	UniProtKB
P78536	GO:0043491	involved_in	IMP	UniProtKB
O96028	GO:0005730	located_in	IDA	UniProtKB
P27420	GO:0036498	involved_in	IEP	UniProtKB
P27420	GO:0036498	involved_in	HEP	UniProtKB
P08240	GO:0005515	enables	IPI	UniProtKB
P41002	GO:0005654	located_in	IDA	UniProtKB
Q15154	GO:0036064	located_in	IDA	UniProtKB
Q15154	GO:0005929	located_in	IDA	UniProtKB
Q15154	GO:0015630	located_in	IDA	UniProtKB
P34980	GO:1904348	involved_in	IDA	UniProtKB
P34980	GO:0070257	involved_in	IDA	UniProtKB
Q60644	GO:0006629	acts_upstream_of_or_within	IDA	UniProtKB
Q02297	GO:0016151	enables	IPI	UniProtKB
Q02297	GO:0008270	enables	IPI	UniProtKB
P08648	GO:1900748	involved_in	IMP	UniProtKB
P16646	GO:0030291	enables	IMP	UniProtKB
P16646	GO:0006629	acts_upstream_of_or_within	IMP	UniProtKB
Q7Z3K3	GO:0036064	located_in	IDA	UniProtKB
Q7Z3K3	GO:0005886	located_in	IDA	UniProtKB
O60678	GO:0044020	enables	IDA	UniProtKB
O60678	GO:0005634	located_in	IDA	UniProtKB
O60678	GO:0045669	involved_in	IMP	UniProtKB
O60678	GO:0045815	involved_in	IMP	UniProtKB
P40988	GO:0006825	involved_in	IMP	UniProtKB
Q96NB1	GO:0036064	located_in	IDA	UniProtKB
Q9JHE6	GO:0045944	involved_in	IDA	UniProtKB
Q9JHE6	GO:0140416	enables	IDA	UniProtKB
P12931	GO:0043231	located_in	IDA	UniProtKB
Q9H479	GO:0005739	located_in	IDA	UniProtKB
P22004	GO:0150005	part_of	IDA	UniProtKB
P22004	GO:1902533	involved_in	IDA	UniProtKB
Q14203	GO:0036064	located_in	IDA	UniProtKB
Q14203	GO:0005929	located_in	IDA	UniProtKB
Q9HAY2	GO:0006511	involved_in	IDA	UniProtKB
Q58DA0	GO:0005829	located_in	TAS	UniProtKB
P62328	GO:0030837	involved_in	IDA	UniProtKB
P26651	GO:0160134	enables	IDA	UniProtKB
P26651	GO:1905869	involved_in	IDA	UniProtKB
P26651	GO:1900016	involved_in	IDA	UniProtKB
Q15276	GO:0005829	located_in	IDA	UniProtKB
Q15185	GO:0046457	involved_in	TAS	UniProtKB
A2RUB6	GO:0005819	located_in	IDA	UniProtKB
A2RUB6	GO:0005930	located_in	IDA	UniProtKB
A2RUB6	GO:0030496	located_in	IDA	UniProtKB
A2RUB6	GO:0007020	involved_in	IMP	UniProtKB
A2RUB6	GO:0007052	involved_in	IMP	UniProtKB
A2RUB6	GO:0007080	involved_in	IMP	UniProtKB
A2RUB6	GO:0000132	involved_in	IMP	UniProtKB
A2RUB6	GO:1902850	involved_in	IMP	UniProtKB
A2RUB6	GO:1905349	involved_in	IMP	UniProtKB
A2RUB6	GO:0032465	involved_in	IMP	UniProtKB
A2RUB6	GO:0090307	involved_in	IMP	UniProtKB
A2RUB6	GO:0043231	located_in	IDA	UniProtKB
A2RUB6	GO:0005886	located_in	IDA	UniProtKB
P07196	GO:0015631	enables	IDA	UniProtKB
Q6P1N0	GO:0036064	located_in	IDA	UniProtKB
P0ADC6	GO:0043165	involved_in	IDA	UniProtKB
Q9UBY5	GO:0005929	located_in	IDA	UniProtKB
P59190	GO:0003925	enables	IDA	UniProtKB
P59190	GO:0006898	involved_in	IDA	UniProtKB
P34329	GO:0036498	involved_in	HEP	UniProtKB
P13866	GO:0031965	located_in	IDA	UniProtKB
P13866	GO:0005794	located_in	IDA	UniProtKB
P70289	GO:0030330	acts_upstream_of_or_within	IGI	UniProtKB
P70289	GO:0016042	acts_upstream_of_or_within	IMP	UniProtKB
O43008	GO:0035974	is_active_in	IDA	UniProtKB
O43008	GO:0005654	is_active_in	EXP	UniProtKB
O43008	GO:0016538	enables	EXP	UniProtKB
P07550	GO:0036064	located_in	IDA	UniProtKB
P07550	GO:0045171	located_in	IDA	UniProtKB
P07550	GO:0072686	located_in	IDA	UniProtKB
P07550	GO:0005929	located_in	IDA	UniProtKB
P07550	GO:0015630	located_in	IDA	UniProtKB
Q96PM9	GO:0043517	involved_in	IMP	UniProtKB
Q96QK1	GO:0043231	located_in	IDA	UniProtKB
Q96QD9	GO:0005730	located_in	IDA	UniProtKB
Q96QD9	GO:0005829	located_in	IDA	UniProtKB
Q8NI37	GO:0005741	is_active_in	IDA	UniProtKB
Q8NI37	GO:0030674	enables	IDA	UniProtKB
Q8NI37	GO:1901525	involved_in	IDA	UniProtKB
Q8NI37	GO:1904775	involved_in	IMP	UniProtKB
Q5T0N5	GO:0043231	located_in	IDA	UniProtKB
Q5S007	GO:0031965	located_in	IDA	UniProtKB
Q5S007	GO:0036064	located_in	IDA	UniProtKB
Q5S007	GO:0005654	located_in	IDA	UniProtKB
P07948	GO:0030546	enables	IDA	UniProtKB
P07948	GO:1902993	involved_in	IMP	UniProtKB
A7VJC2	GO:0032392	involved_in	IDA	UniProtKB
P23327	GO:0005739	located_in	IDA	UniProtKB
P23327	GO:0005783	located_in	IDA	UniProtKB
P23327	GO:0005829	located_in	IDA	UniProtKB
Q3T0X5	GO:0005829	located_in	TAS	UniProtKB
Q6ZN30	GO:0001650	located_in	IDA	UniProtKB
Q6ZN30	GO:0016604	located_in	IDA	UniProtKB
P43657	GO:0043231	located_in	IDA	UniProtKB
Q96MT8	GO:0036064	located_in	IDA	UniProtKB
Q96MT8	GO:0005654	located_in	IDA	UniProtKB
P46937	GO:0005739	located_in	IDA	UniProtKB
Q9Y244	GO:0005829	located_in	TAS	UniProtKB
P10299	GO:0036498	involved_in	HEP	UniProtKB
O00763	GO:0055089	involved_in	TAS	UniProtKB
Q13936	GO:0005654	located_in	IDA	UniProtKB
Q13936	GO:0005929	located_in	IDA	UniProtKB
Q9BUB7	GO:0032981	involved_in	IMP	UniProtKB
Q7Z5Y6	GO:0030154	involved_in	IDA	UniProtKB
Q8BVF7	GO:0016485	involved_in	IMP	UniProtKB
Q9UPW5	GO:0034451	located_in	IDA	UniProtKB
Q9UPW5	GO:0036064	located_in	IDA	UniProtKB
Q9UPW5	GO:0005654	located_in	IDA	UniProtKB
Q9UPW5	GO:0005886	located_in	IDA	UniProtKB
Q9UPW5	GO:0005929	located_in	IDA	UniProtKB
O60729	GO:0005829	located_in	IDA	UniProtKB
O60729	GO:0030054	located_in	IDA	UniProtKB
Q9UL16	GO:0036126	located_in	IDA	UniProtKB
Q9UL16	GO:0005929	located_in	IDA	UniProtKB
Q96SZ6	GO:0045786	involved_in	TAS	UniProtKB
Q07730	GO:0005539	enables	IDA	UniProtKB
Q5AD78	GO:0010570	acts_upstream_of_or_within	IMP	UniProtKB
Q5AD78	GO:0009272	acts_upstream_of_or_within	IMP	UniProtKB
O15504	GO:0031965	located_in	IDA	UniProtKB
O43822	GO:0005654	located_in	IDA	UniProtKB
O43822	GO:0005794	located_in	IDA	UniProtKB
Q61312	GO:0140001	involved_in	IDA	UniProtKB
Q61312	GO:0001826	involved_in	IMP	UniProtKB
A2AG50	GO:0043005	located_in	IDA	UniProtKB
A2AG50	GO:0005813	located_in	IDA	UniProtKB
A2AG50	GO:0005874	located_in	IDA	UniProtKB
A2AG50	GO:0030496	located_in	IDA	UniProtKB
A2AG50	GO:0000226	involved_in	IDA	UniProtKB
A2AG50	GO:0019894	enables	IDA	UniProtKB
A2AG50	GO:0008017	enables	IMP	UniProtKB
Q9NQ48	GO:0005929	located_in	IDA	UniProtKB
Q18801	GO:0036498	involved_in	HEP	UniProtKB
Q68CZ1	GO:0016607	located_in	IDA	UniProtKB
P55210	GO:0001650	located_in	IDA	UniProtKB
P55210	GO:0005886	located_in	IDA	UniProtKB
P87109	GO:0016042	involved_in	IC	UniProtKB
P15424	GO:0005761	located_in	IDA	UniProtKB
P15424	GO:0070124	involved_in	IDA	UniProtKB
P15424	GO:0070125	involved_in	IDA	UniProtKB
Q95ZN4	GO:0045087	involved_in	IEP	UniProtKB
Q95ZN4	GO:0050832	involved_in	IEP	UniProtKB
P34630	GO:0036498	involved_in	HEP	UniProtKB
O74789	GO:0045876	involved_in	EXP	UniProtKB
Q7KUT2	GO:0141164	involved_in	IMP	UniProtKB
P49593	GO:0035556	involved_in	IDA	UniProtKB
Q53R41	GO:0005654	located_in	IDA	UniProtKB
P46367	GO:0006629	acts_upstream_of_or_within	IMP	UniProtKB
O60566	GO:0036064	located_in	IDA	UniProtKB
P63096	GO:0034451	located_in	IDA	UniProtKB
P63096	GO:0036064	located_in	IDA	UniProtKB
P63096	GO:0005794	located_in	IDA	UniProtKB
Q5E987	GO:0005829	located_in	TAS	UniProtKB
Q8WVM7	GO:0005929	located_in	IDA	UniProtKB
Q5TEA6	GO:0016607	located_in	IDA	UniProtKB
O94986	GO:0036064	located_in	IDA	UniProtKB
O94986	GO:0016604	located_in	IDA	UniProtKB
P20036	GO:0005515	enables	IPI	UniProtKB
Q01968	GO:0034451	located_in	IDA	UniProtKB
Q01968	GO:0036064	located_in	IDA	UniProtKB
Q01968	GO:0005929	located_in	IDA	UniProtKB
Q01968	GO:0015630	located_in	IDA	UniProtKB
Q5VTB9	GO:0005654	located_in	IDA	UniProtKB
Q24388	GO:0005615	located_in	IDA	UniProtKB
Q24388	GO:0045735	enables	IMP	UniProtKB
Q24388	GO:0097009	involved_in	IMP	UniProtKB
O75807	GO:0036490	involved_in	IDA	UniProtKB
O75807	GO:0071074	enables	IPI	UniProtKB
Q8N3F8	GO:0008093	enables	IDA	UniProtKB
Q8N3F8	GO:0005814	located_in	IDA	UniProtKB
Q8N3F8	GO:0005929	located_in	IDA	UniProtKB
Q8N3F8	GO:0060271	involved_in	IDA	UniProtKB
Q8N3F8	GO:0061512	involved_in	IDA	UniProtKB
Q09914	GO:0032153	is_active_in	IDA	UniProtKB
Q9NR90	GO:0005737	located_in	IDA	UniProtKB
P23435	GO:0098820	part_of	IDA	UniProtKB
Q13480	GO:0035556	involved_in	TAS	UniProtKB
Q13480	GO:0042311	acts_upstream_of	TAS	UniProtKB
Q13480	GO:0071260	acts_upstream_of	TAS	UniProtKB
Q13480	GO:0051897	involved_in	TAS	UniProtKB
Q9H6T3	GO:0036064	located_in	IDA	UniProtKB
Q9H6T3	GO:0005929	located_in	IDA	UniProtKB
Q27876	GO:0045087	involved_in	IEP	UniProtKB
P14785	GO:0000082	involved_in	IMP	UniProtKB
Q9ULD6	GO:0043231	located_in	IDA	UniProtKB
Q9ULD6	GO:0005829	located_in	IDA	UniProtKB
Q8WXH0	GO:0001650	located_in	IDA	UniProtKB
Q8WXH0	GO:0005929	located_in	IDA	UniProtKB
O35116	GO:0045773	involved_in	IMP	UniProtKB
O35116	GO:0106028	involved_in	IMP	UniProtKB
O74361	GO:0045182	enables	IMP	UniProtKB
O74361	GO:0070124	involved_in	IMP	UniProtKB
Q14181	GO:0036064	located_in	IDA	UniProtKB
Q14181	GO:0043231	located_in	IDA	UniProtKB
Q9NZM1	GO:0036064	located_in	IDA	UniProtKB
Q9NZM1	GO:0005929	located_in	IDA	UniProtKB
Q969X0	GO:0043231	located_in	IDA	UniProtKB
Q969X0	GO:0005929	located_in	IDA	UniProtKB
P51787	GO:0005829	located_in	IDA	UniProtKB
P29476	GO:0033552	involved_in	IEP	UniProtKB
Q9BZV1	GO:0051117	enables	IMP	UniProtKB
Q8VHK9	GO:0140640	enables	IDA	UniProtKB
Q11067	GO:1903895	involved_in	IMP	UniProtKB
P45984	GO:0005737	is_active_in	IDA	UniProtKB
Q15436	GO:0005783	located_in	IDA	UniProtKB
Q91ZU9	GO:0048167	involved_in	IDA	UniProtKB
P49916	GO:0006284	involved_in	IDA	UniProtKB
P49916	GO:0006284	involved_in	IMP	UniProtKB
P11473	GO:0003707	enables	IDA	UniProtKB
Q99KK2	GO:0006054	involved_in	IMP	UniProtKB
A6NLX4	GO:0001669	located_in	IDA	UniProtKB
Q5TZA2	GO:0036064	located_in	IDA	UniProtKB
P63220	GO:0005783	located_in	IDA	UniProtKB
P27105	GO:0043231	located_in	IDA	UniProtKB
P27105	GO:0005829	located_in	IDA	UniProtKB
P0DMW1	GO:0090201	involved_in	IMP	UniProtKB
Q00610	GO:0034451	located_in	IDA	UniProtKB
Q00610	GO:0043231	located_in	IDA	UniProtKB
Q22329	GO:0061355	acts_upstream_of	IDA	UniProtKB
Q9U4F3	GO:0033617	involved_in	IMP	UniProtKB
P14625	GO:0044183	enables	IDA	UniProtKB
P14625	GO:0034123	involved_in	IDA	UniProtKB
P14625	GO:0006457	involved_in	IDA	UniProtKB
P14625	GO:0140662	enables	IDA	UniProtKB
P14625	GO:0030177	involved_in	IDA	UniProtKB
P14625	GO:0072659	involved_in	IDA	UniProtKB
Q3YEC7	GO:0034451	located_in	IDA	UniProtKB
Q3YEC7	GO:0036064	located_in	IDA	UniProtKB
Q3U3C9	GO:0010467	acts_upstream_of_or_within	IMP	UniProtKB
Q3U3C9	GO:0001701	acts_upstream_of_or_within	IMP	UniProtKB
Q3U3C9	GO:0001890	acts_upstream_of_or_within	IMP	UniProtKB
O14618	GO:0051604	involved_in	TAS	UniProtKB
Q96C36	GO:0004735	enables	IDA	UniProtKB
P60900	GO:0005739	located_in	IDA	UniProtKB
P60900	GO:0005929	located_in	IDA	UniProtKB
Q9H4L4	GO:0043231	located_in	IDA	UniProtKB
Q9H4L4	GO:0016604	located_in	IDA	UniProtKB
Q9BW62	GO:0072686	located_in	IDA	UniProtKB
Q9BW62	GO:0005739	located_in	IDA	UniProtKB
Q9BW62	GO:0005813	located_in	IDA	UniProtKB
Q9BW62	GO:0005829	located_in	IDA	UniProtKB
P97570	GO:1902533	involved_in	IMP	UniProtKB
Q13613	GO:0031648	involved_in	IMP	UniProtKB
P01139	GO:0048011	involved_in	IDA	UniProtKB
P01139	GO:0070374	involved_in	IDA	UniProtKB
P01139	GO:0051897	involved_in	IDA	UniProtKB
P26039	GO:0005829	located_in	TAS	UniProtKB
Q9UPN4	GO:0043231	located_in	IDA	UniProtKB
Q9UPN4	GO:0045171	located_in	IDA	UniProtKB
Q9UPN4	GO:0005929	located_in	IDA	UniProtKB
Q9UPN4	GO:0015630	located_in	IDA	UniProtKB
Q02784	GO:0016226	involved_in	IGI	UniProtKB
Q02784	GO:0016226	involved_in	IMP	UniProtKB
Q02784	GO:0044571	involved_in	IMP	UniProtKB
Q02784	GO:0044572	involved_in	IMP	UniProtKB
P0DTE5	GO:0006805	involved_in	IDA	UniProtKB
P0DTE5	GO:0009608	involved_in	IDA	UniProtKB
Q9H0E9	GO:0003713	enables	IDA	UniProtKB
Q22460	GO:0036498	acts_upstream_of_or_within	HEP	UniProtKB
P55809	GO:1902224	involved_in	IMP	UniProtKB
Q15021	GO:0034451	located_in	IDA	UniProtKB
Q15021	GO:0036064	located_in	IDA	UniProtKB
Q71U36	GO:0005929	located_in	IDA	UniProtKB
O18330	GO:0022609	involved_in	IDA	UniProtKB
O18330	GO:0032934	enables	IPI	UniProtKB
O18330	GO:0005515	enables	IPI	UniProtKB
P32317	GO:0141164	involved_in	IMP	UniProtKB
P49186	GO:0097191	involved_in	IMP	UniProtKB
P78859	GO:0016226	involved_in	IDA	UniProtKB
Q18825	GO:0034514	involved_in	IMP	UniProtKB
Q05513	GO:0036064	located_in	IDA	UniProtKB
Q96AJ1	GO:0015629	located_in	IDA	UniProtKB
P39656	GO:0160226	part_of	IDA	UniProtKB
P39656	GO:0160227	part_of	IDA	UniProtKB
Q8T053	GO:0005515	enables	IPI	UniProtKB
P30542	GO:0005929	located_in	IDA	UniProtKB
Q9BV73	GO:0036064	located_in	IDA	UniProtKB
Q6IQ55	GO:0036064	located_in	IDA	UniProtKB
Q6IQ55	GO:0005929	located_in	IDA	UniProtKB
Q6IQ55	GO:0015630	located_in	IDA	UniProtKB
Q9BPZ7	GO:0043231	located_in	IDA	UniProtKB
Q9BPZ7	GO:0005929	located_in	IDA	UniProtKB
Q9NUJ1	GO:0006805	involved_in	IDA	UniProtKB
P07237	GO:2000406	involved_in	IDA	UniProtKB
P30658	GO:0062072	enables	IDA	UniProtKB
P17948	GO:0005829	located_in	IDA	UniProtKB
Q99LE2	GO:0034341	acts_upstream_of_or_within	IDA	UniProtKB
Q99LE2	GO:0035456	acts_upstream_of_or_within	IDA	UniProtKB
Q99LE2	GO:0009615	acts_upstream_of_or_within	IDA	UniProtKB
Q99LE2	GO:0051607	acts_upstream_of_or_within	IDA	UniProtKB
Q55ED1	GO:0061851	located_in	IDA	UniProtKB
P04255	GO:0045087	involved_in	IEP	UniProtKB
Q92888	GO:0160221	involved_in	IDA	UniProtKB
